Event	Latitude	Longitude	Country	Status	DateCancelled	ReasonCancelled	Website
Harrogate parkrun	53.992428	-1.521435	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/harrogate
Harrow Lodge junior parkrun	51.555718	0.202013	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/harrowlodge-juniors
Harrow Lodge parkrun	51.555606	0.200715	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/harrowlodge
Harrow parkrun	51.581781	-0.342734	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/harrow
Hartbeespoort parkrun	-25.736241	27.879984	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/hartbeespoort
Hartlepool parkrun	54.686937	-1.195128	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/hartlepool
Hartstown parkrun	53.395076	-6.415828	Ireland	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.ie/hartstown
Harwich parkrun	51.938035	1.284809	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/harwich
Hasenheide parkrun	52.482928	13.416029	Germany	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.com.de/hasenheide
Hastings Foreshore parkrun	-38.307311	145.196651	Australia	5k Cancellation	2021-06-12	Victorian circuit breaker Lockdown	https://www.parkrun.com.au/hastingsforeshore
Hastings parkrun	50.850291	0.539739	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/hastings
Havant parkrun	50.875771	-0.975565	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/havant
Haverfordwest parkrun	51.797163	-4.992836	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/haverfordwest
Haverhill parkrun	52.076737	0.422212	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/haverhill
Hawkwell junior parkrun	51.595524	0.673991	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/hawkwell-juniors
Hay Lodge parkrun	55.651659	-3.199586	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/haylodge
Haywards Heath junior parkrun	50.998429	-0.106104	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/haywardsheath-juniors
Hazeldean Farm parkrun	-25.773305	28.400571	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/hazeldeanfarm
Hazelwood parkrun	51.405783	-0.421045	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/hazelwood
Hazlehead parkrun, Aberdeen	57.141371	-2.175647	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/hazlehead
Hazyview parkrun	-25.035941	31.115198	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/hazyview
Heartlands parkrun	50.224177	-5.2715	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/heartlands
Heaton parkrun	53.531975	-2.256263	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/heaton
Heavitree junior parkrun	50.723092	-3.501308	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/heavitree-juniors
Heidedal parkrun	-29.147255	26.261942	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/heidedal
Helix junior parkrun	56.008708	-3.757796	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/helix-juniors
Hemlington Lake junior parkrun	54.526005	-1.244316	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/hemlingtonlake-juniors
Henderson Lake parkrun	49.687498	-112.80646	Canada	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.ca/hendersonlake
Henley Wood parkrun, Oswestry	52.862542	-3.030368	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/henleywood
Henley-on-Thames parkrun	51.531978	-0.919288	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/henleyonthames
Henlow Bridge Lakes parkrun	52.030537	-0.268787	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/henlowbridgelakes
Henstridge Airfield parkrun	50.985278	-2.352992	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/henstridgeairfield
Hereford parkrun	52.068892	-2.724152	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/hereford
Heritage Harbor parkrun, Ottawa	41.341177	-88.785212	USA	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.us/heritageharbor
Heritage Park junior parkrun	52.346748	-6.515645	Ireland	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.ie/heritagepark-juniors
Hermanus parkrun	-34.397417	19.215074	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/hermanus
Heron Banks parkrun	-26.756736	27.844026	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/heronbanks
Herrington Country parkrun	54.876573	-1.476809	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/herringtoncountry
Hertford junior parkrun	51.801059	-0.077451	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/hertford-juniors
Hervey Bay parkrun	-25.283163	152.90367	Australia	parkrunning			https://www.parkrun.com.au/herveybay
Heslington parkrun	53.949319	-1.01799	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/heslington
Higginson parkrun, Marlow	51.566268	-0.779573	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/higginsonmarlow
Highbury Fields junior parkrun	51.547113	-0.103038	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/highburyfields-juniors
Highbury Fields parkrun	51.546959	-0.102884	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/highburyfields
Highfields parkrun	-27.453643	151.938702	Australia	parkrunning			https://www.parkrun.com.au/highfields
Highlands parkrun	-37.59106	144.903713	Australia	parkrunning			https://www.parkrun.com.au/highlands
Highwoods parkrun	51.904682	0.917561	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/highwoods
Hikarigaoka koen parkrun	35.764758	139.629926	Japan	5k Cancellation	2021-06-12	COVID-19 State of emergency	https://www.parkrun.jp/hikarigaokakoen
Hillsborough Forest parkrun	54.461336	-6.076662	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/hillsboroughforest
Hillsborough parkrun	53.408457	-1.501973	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/hillsborough
Hillside parkrun	-25.67966	28.154745	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/hillside
Hilly Fields junior parkrun	51.459916	-0.023945	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/hillyfields-juniors
Hilly Fields parkrun	51.460143	-0.025019	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/hillyfields
Hilton parkrun	-29.539048	30.296952	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/hilton
Himmel parkrun	32.234813	-110.931841	USA	parkrunning			https://www.parkrun.us/himmel
Hirono kaigankoen parkrun	34.924996	138.378513	Japan	parkrunning			https://www.parkrun.jp/hironokaigankoen
Hluhluwe parkrun	-28.007628	32.27309	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/hluhluwe
Hoblingwell junior parkrun	51.401701	0.099478	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/hoblingwell-juniors
Hoblingwell parkrun	51.400981	0.098847	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/hoblingwell
Hobsonville Point parkrun	-36.790147	174.672716	New Zealand	parkrunning			https://www.parkrun.co.nz/hobsonvillepoint
Hockgraben parkrun	47.682837	9.184252	Germany	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.com.de/hockgraben
Hockley Woods parkrun	51.596133	0.64912	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/hockleywoods
Hoedspruit parkrun	-24.314398	30.924097	South Africa	parkrunning			https://www.parkrun.co.za/hoedspruit
Hogmoor Inclosure junior parkrun	51.111093	-0.876815	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/hogmoorinclosure-juniors
Hogmoor Inclosure parkrun	51.111681	-0.875934	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/hogmoorinclosure
Hogsback parkrun	-32.601434	26.917929	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/hogsback
Holkham parkrun	52.950159	0.801022	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/holkham
Holy Cross College parkrun	54.815718	-7.477408	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/holycrosscollege
Holywell junior parkrun	53.440006	-6.218315	Ireland	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.ie/holywell-juniors
Homestead Lake parkrun	-26.17348	28.29274	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/homesteadlake
Homewood parkrun	51.366808	-0.539078	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/homewood
Hondajima parkrun	35.35618	136.836501	Japan	5k Cancellation	2021-06-12	感染症対策のため	https://www.parkrun.jp/hondajima
Hoopstad parkrun	-27.840665	25.901243	South Africa	parkrunning			https://www.parkrun.co.za/hoopstad
Horinouchi koen parkrun	33.841329	132.764078	Japan	parkrunning			https://www.parkrun.jp/horinouchikoen
Horseshoe Bay Reserve parkrun	-30.883931	153.042179	Australia	parkrunning			https://www.parkrun.com.au/horseshoebayreserve
Horsham junior parkrun	51.066568	-0.32753	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/horsham-juniors
Horsham parkrun	51.06651	-0.327908	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/horsham
Horspath parkrun	51.737281	-1.188165	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/horspath
Horton Park parkrun	53.782455	-1.77538	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/hortonpark
Houghton Hall junior parkrun	51.901555	-0.509799	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/houghtonhall-juniors
Houghton Hall parkrun	51.90155	-0.510046	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/houghtonhall
Hout Bay parkrun	-34.033717	18.351737	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/houtbay
Hove Park junior parkrun	50.841288	-0.172638	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/hovepark-juniors
Hove Promenade parkrun	50.823391	-0.166594	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/hovepromenade
Howard Temin Lakeshore Path parkrun	43.076831	-89.398831	USA	parkrunning			https://www.parkrun.us/howardteminlakeshorepath
Hucknall junior parkrun	53.029124	-1.203623	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/hucknall-juniors
Huddersfield junior parkrun	53.648309	-1.799336	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/huddersfield-juniors
Huddersfield parkrun	53.650608	-1.800685	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/huddersfield
Huddinge parkrun	59.248612	17.950678	Sweden	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.se/huddinge
Hull parkrun	53.764645	-0.300708	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/hull
Humber Bridge parkrun	53.71723	-0.453352	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/humberbridge
Hunstanton Promenade parkrun	52.941684	0.486526	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/hunstantonpromenade
Huntingdon parkrun	52.330061	-0.211551	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/huntingdon
Huskisson parkrun	-35.049429	150.677109	Australia	parkrunning			https://www.parkrun.com.au/huskisson
Hyde junior parkrun	53.458379	-2.07756	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/hyde-juniors
Hyde parkrun	53.45713	-2.076554	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/hyde
Hyndburn parkrun	53.781711	-2.376734	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/hyndburn
Ifield Mill Pond parkrun	51.107508	-0.218863	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/ifieldmillpond
Illaunmanagh parkrun	52.700096	-8.873242	Ireland	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.ie/illaunmanagh
Inch Beach parkrun	52.137776	-9.977697	Ireland	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.ie/inchbeach
Invercargill parkrun	-46.404097	168.356606	New Zealand	parkrunning			https://www.parkrun.co.nz/invercargill
Inverell parkrun	-29.77388	151.10897	Australia	parkrunning			https://www.parkrun.com.au/inverell
Inverleith junior parkrun	55.964343	-3.213143	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/inverleith-juniors
Inverloch parkrun	-38.639515	145.719625	Australia	5k Cancellation	2021-06-12	Covid lockdown restrictions Victoria	https://www.parkrun.com.au/inverloch
Inverness parkrun	57.463654	-4.235474	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/inverness
Ipswich QLD parkrun	-27.625421	152.764292	Australia	parkrunning			https://www.parkrun.com.au/ipswichqld
Ipswich junior parkrun	52.065233	1.159304	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/ipswich-juniors
Ipswich parkrun	52.050923	1.116032	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/ipswich
Irchester Country parkrun	52.285076	-0.673649	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/irchestercountry
Isabel Trail parkrun	52.808242	-2.125953	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/isabeltrail
Itchen Valley Country parkrun	50.944849	-1.341722	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/itchenvalleycountry
Jacks Road junior parkrun	55.642811	-4.794416	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/jacksroad-juniors
Jacobsdal parkrun	-29.132198	24.778901	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/jacobsdal
Jamaica Pond parkrun	42.320216	-71.118049	USA	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.us/jamaicapond
Jeffreys Bay parkrun	-34.035359	24.893197	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/jeffreysbay
Jells parkrun	-37.897912	145.193976	Australia	5k Cancellation	2021-06-12	Victoria 7 Day Circuit Breaker Lockdown week 3	https://www.parkrun.com.au/jells
Jersey Farm parkrun	51.773718	-0.307978	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/jerseyfarm
Jersey parkrun	49.195026	-2.204124	United Kingdom	parkrunning			https://www.parkrun.org.uk/jersey
Jesmond Dene parkrun	54.99188	-1.592839	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/jesmonddene
Jindabyne parkrun	-36.41565	148.625881	Australia	parkrunning			https://www.parkrun.com.au/jindabyne
Jock Trail parkrun	-24.935634	30.842816	South Africa	parkrunning			https://www.parkrun.co.za/jocktrail
Joe Creason parkrun	38.210534	-85.705759	USA	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.us/joecreason
Jordanstown junior parkrun	54.68829	-5.88614	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/jordanstown-juniors
Jubilee Way parkrun	-34.806102	138.69439	Australia	parkrunning			https://www.parkrun.com.au/jubileeway
Jubilee junior parkrun	52.359161	-0.165825	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/jubilee-juniors
Jubilee parkrun	54.701073	-1.604602	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/jubilee
KM Reedy Reserve parkrun	-38.021647	145.251726	Australia	5k Cancellation	2021-06-12	Victorian lockdown restrictions	https://www.parkrun.com.au/kmreedyreserve
Kadina Trail parkrun	-31.922774	116.027433	Australia	parkrunning			https://www.parkrun.com.au/kadinatrail
Kagerzoom parkrun	52.185181	4.501654	Netherlands	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.nl/kagerzoom
Kalgoorlie-Boulder parkrun	-30.718868	121.456625	Australia	parkrunning			https://www.parkrun.com.au/kalgoorlieboulder
Kamay parkrun	-33.97993	151.229992	Australia	parkrunning			https://www.parkrun.com.au/kamay
Kameeldoring parkrun	-24.212016	28.989911	South Africa	parkrunning			https://www.parkrun.co.za/kameeldoring
Kanata parkrun, Ottawa	45.331895	-75.919788	Canada	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.ca/kanata
Kangaroo Island parkrun	-35.655848	137.640473	Australia	parkrunning			https://www.parkrun.com.au/kangarooisland
Kapiti Coast parkrun	-40.877245	175.019587	New Zealand	parkrunning			https://www.parkrun.co.nz/kapiticoast
Kariyashi sogoundo koen parkrun	35.017777	137.008374	Japan	parkrunning			https://www.parkrun.jp/kariyashisogoundokoen
Karkarook parkrun	-37.940079	145.086858	Australia	5k Cancellation	2021-06-12	Victorian COVID Restrictions	https://www.parkrun.com.au/karkarook
Karpendonkse Plas parkrun	51.451601	5.498621	Netherlands	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.nl/karpendonkseplas
Kashiwanoha parkrun	35.894203	139.941344	Japan	parkrunning			https://www.parkrun.jp/kashiwanoha
Kastanienallee parkrun	48.515457	9.046693	Germany	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.com.de/kastanienallee
Kate Reed parkrun	-41.47567	147.138035	Australia	parkrunning			https://www.parkrun.com.au/katereed
Kathu parkrun	-27.728925	23.057004	South Africa	parkrunning			https://www.parkrun.co.za/kathu
Kawana parkrun	-26.702046	153.135488	Australia	parkrunning			https://www.parkrun.com.au/kawana
